Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Product category,Product Subcategory,Part des frais de port,,TOP 100,
4800,01-05-2015,Low,4,118,103,8,13,-6,01-08-2015,Regular Air,Max Engle,993,Office Supplies,Binders and Binder Accessories,11.36%,,,
4804,01-27-2015,High,13,127,100,0,3,24,01-29-2015,Regular Air,Kean Thornton,438,Technology,Computer Peripherals,2.35%,,,
4805,04-24-2015,Not Specified,7,128,102,4,11,10,04-27-2015,Regular Air,Tony Sayre,1016,Office Supplies,Paper,8.66%,,,
4864,11-10-2015,Low,16,295,239,18,30,8,11-13-2015,Regular Air,Ralph Kennedy,211,Office Supplies,Binders and Binder Accessories,10.18%,,,
4896,08-21-2015,Critical,10,885,750,71,9,56,08-23-2015,Express Air,Michael Stewart,587,Technology,Telephones and Communication,1.01%,,,
4896,08-21-2015,Critical,25,386,298,39,3,47,08-24-2015,Regular Air,Michael Stewart,450,Technology,Computer Peripherals,0.77%,,,
4896,08-21-2015,Critical,21,296,252,21,8,15,08-23-2015,Regular Air,Michael Stewart,1075,Office Supplies,Binders and Binder Accessories,2.83%,,,
4996,09-13-2015,Medium,30,"5,056","4,360",0,30,666,09-16-2015,Regular Air,Rob Dowd,120,Office Supplies,Storage & Organization,0.59%,,,
5028,04-16-2015,High,10,8,6,1,6,-4,04-18-2015,Regular Air,Art Miller,872,Furniture,Office Furnishings,73.02%,,,
5095,04-21-2015,High,7,77,63,2,13,-1,04-24-2015,Regular Air,Lauren Leatherbury,169,Technology,Telephones and Communication,17.14%,,,
5121,05-10-2015,Not Specified,45,"4,286","3,470",429,2,385,05-13-2015,Regular Air,Ralph Kennedy,363,Technology,Telephones and Communication,0.04%,,,
5254,07-25-2015,Not Specified,31,27,24,3,13,-13,07-28-2015,Regular Air,William Brown,203,Technology,Telephones and Communication,49.58%,,,
5378,10-24-2015,Critical,6,47,38,1,8,0,10-27-2015,Express Air,Christine Abelman,473,Furniture,Office Furnishings,16.65%,,,
5382,01-12-2015,Low,30,560,433,39,6,82,01-14-2015,Regular Air,Michelle Tran,1085,Furniture,Office Furnishings,1.12%,,,
5408,07-20-2015,Low,20,888,697,18,1,172,07-23-2015,Regular Air,Bobby Elias,817,Office Supplies,Labels,0.08%,,,
5408,07-20-2015,Low,11,83,71,5,32,-25,07-23-2015,Regular Air,Bobby Elias,96,Furniture,Office Furnishings,38.52%,,,
5409,01-08-2015,Low,11,"1,335","1,135",27,4,169,01-10-2015,Regular Air,Don Jones,1224,Office Supplies,Paper,0.33%,,,
5473,03-24-2015,Not Specified,42,"2,397","1,811",288,12,286,03-27-2015,Regular Air,Shahid Hopkins,657,Office Supplies,Envelopes,0.52%,,,
5601,01-05-2015,High,10,900,739,117,4,40,01-08-2015,Regular Air,Gary Hansen,557,Furniture,Office Furnishings,0.48%,,,
5635,08-15-2015,Medium,17,"2,938","2,354",88,11,484,08-18-2015,Regular Air,Nick Radford,739,Office Supplies,Binders and Binder Accessories,0.37%,,,
5635,08-15-2015,Medium,50,196,167,23,9,-4,08-18-2015,Regular Air,Nick Radford,831,Furniture,Office Furnishings,4.54%,,,
5697,10-04-2015,Critical,31,454,392,18,8,37,10-07-2015,Regular Air,Max Jones,658,Office Supplies,Storage & Organization,1.66%,,,
5699,07-29-2015,Low,2,42,34,1,1,5,07-31-2015,Regular Air,Sean Miller,875,Office Supplies,Labels,3.56%,,,
5699,07-29-2015,Low,41,8,7,1,12,-11,07-31-2015,Express Air,Sean Miller,610,Office Supplies,Storage & Organization,139.65%,,,
5767,04-28-2015,High,36,253,217,10,8,19,05-01-2015,Express Air,Jessica Myrick,1148,Office Supplies,Binders and Binder Accessories,2.98%,,,
5767,04-28-2015,High,31,149,128,16,8,-4,05-01-2015,Regular Air,Jessica Myrick,225,Technology,Computer Peripherals,5.55%,,,
5858,07-13-2015,Not Specified,29,"2,447","1,968",0,13,466,07-15-2015,Regular Air,Sibella Parks,105,Technology,Telephones and Communication,0.55%,,,
5858,07-13-2015,Not Specified,48,"3,300","2,727",99,20,453,07-16-2015,Regular Air,Sibella Parks,353,Office Supplies,Appliances,0.62%,,,
5860,02-19-2015,Not Specified,12,185,158,22,1,3,02-21-2015,Regular Air,Annie Thurman,784,Office Supplies,Pens & Art Supplies,0.58%,,,
5890,11-03-2015,High,42,"10,017","8,083",0,1,"1,933",11-05-2015,Express Air,David Philippe,512,Technology,Telephones and Communication,0.01%,,,
5891,12-28-2015,Medium,2,"9,701","7,749",194,2,"1,756",12-31-2015,Regular Air,Art Foster,730,Office Supplies,Binders and Binder Accessories,0.02%,,,
5954,12-02-2015,Critical,32,245,210,20,22,-6,12-05-2015,Delivery Truck,Ken Heidel,219,Technology,Office Machines,8.99%,,,
5986,04-21-2015,High,20,"5,807","4,638",406,21,741,04-24-2015,Delivery Truck,Filia McAdams,351,Furniture,Chairs & Chairmats,0.37%,,,
5986,04-21-2015,High,41,"1,020",825,41,7,146,04-23-2015,Regular Air,Filia McAdams,668,Technology,Computer Peripherals,0.73%,,,
5986,04-21-2015,High,48,350,280,38,6,25,04-23-2015,Regular Air,Filia McAdams,271,Office Supplies,Appliances,1.71%,,,
6016,01-20-2015,High,19,"2,150","1,584",215,8,342,01-22-2015,Regular Air,Skye Norling,1032,Office Supplies,Paper,0.38%,,,
6018,08-18-2015,Low,39,"19,103","15,414",0,3,"3,686",08-21-2015,Regular Air,Toby Grace,833,Furniture,Office Furnishings,0.02%,,,
6018,08-18-2015,Low,2,198,163,20,21,-6,08-21-2015,Regular Air,Toby Grace,705,Office Supplies,Paper,10.51%,,,
6117,12-21-2015,Critical,7,58,48,6,8,-3,12-23-2015,Regular Air,Annie Thurman,762,Furniture,Office Furnishings,13.12%,,,
6150,10-01-2015,Critical,38,"1,548","1,257",124,1,165,10-04-2015,Regular Air,Mitch Gastineau,840,Office Supplies,Paper,0.08%,,,
6182,07-21-2015,Low,40,"9,825","7,332",590,10,"1,894",07-23-2015,Regular Air,Grant Carroll,943,Office Supplies,Paper,0.10%,,,
6182,07-21-2015,Low,18,259,225,16,12,7,07-24-2015,Express Air,Grant Carroll,1045,Office Supplies,Paper,4.55%,,,
6183,06-15-2015,Medium,41,483,388,14,9,71,06-18-2015,Regular Air,Ionia McGrath,548,Office Supplies,Paper,1.82%,,,
6339,12-11-2015,Critical,20,815,703,57,12,44,12-14-2015,Regular Air,Jonathan Doherty,610,Office Supplies,Storage & Organization,1.42%,,,
6373,01-23-2015,Not Specified,1,"16,529","12,733",331,7,"3,459",01-25-2015,Regular Air,Denise Leinenbach,252,Office Supplies,Appliances,0.04%,,,
6500,10-12-2015,Critical,20,456,348,37,2,69,10-14-2015,Regular Air,Tony Sayre,1158,Office Supplies,Pens & Art Supplies,0.54%,,,
6500,10-12-2015,Critical,15,274,221,36,13,5,10-14-2015,Regular Air,Tony Sayre,380,Technology,Computer Peripherals,4.73%,,,
6501,01-13-2015,High,35,"3,285","2,581",263,10,431,01-15-2015,Regular Air,Arianne Irving,1172,Office Supplies,Paper,0.31%,,,
6501,01-13-2015,High,46,227,196,27,12,-8,01-16-2015,Regular Air,Arianne Irving,63,Technology,Telephones and Communication,5.09%,,,
6529,11-26-2015,Medium,35,"5,796","4,661",348,1,786,11-29-2015,Regular Air,Cynthia Arntzen,940,Office Supplies,Rubber Bands,0.02%,,,
6535,06-12-2015,Critical,11,117,101,12,13,-9,06-15-2015,Express Air,Adrian Hane,722,Office Supplies,Pens & Art Supplies,11.56%,,,
6693,05-24-2015,Critical,16,714,600,86,1,27,05-27-2015,Regular Air,Astrea Jones,940,Office Supplies,Rubber Bands,0.17%,,,
6695,06-27-2015,Low,49,140,109,15,13,3,06-30-2015,Express Air,Natalie Webber,1203,Office Supplies,Binders and Binder Accessories,9.11%,,,
6757,02-01-2015,Medium,27,750,633,97,12,7,02-03-2015,Regular Air,Brooke Gillingham,319,Office Supplies,Storage & Organization,1.64%,,,
6757,02-01-2015,Medium,11,939,757,122,93,-33,02-03-2015,Delivery Truck,Brooke Gillingham,30,Furniture,Tables,9.87%,,,
6785,05-06-2015,Medium,7,50,43,2,13,-8,05-08-2015,Regular Air,Nathan Mautz,475,Furniture,Office Furnishings,26.76%,,,
6885,06-19-2015,Low,40,248,213,30,9,-4,06-21-2015,Regular Air,Damala Kotsonis,526,Technology,Office Machines,3.82%,,,
6885,06-19-2015,Low,4,285,245,9,45,-13,06-22-2015,Delivery Truck,Damala Kotsonis,135,Furniture,Chairs & Chairmats,15.81%,,,
6886,01-19-2015,High,46,240,207,26,30,-24,01-22-2015,Regular Air,Maureen Gastineau,109,Office Supplies,Storage & Organization,12.52%,,,
6950,03-26-2015,Low,4,305,252,34,5,14,03-28-2015,Regular Air,Dianna Arnett,400,Technology,Telephones and Communication,1.62%,,,
7042,01-08-2015,Medium,4,"8,210","6,669",821,128,591,01-11-2015,Delivery Truck,Dean Katz,7,Furniture,Tables,1.56%,,,
7072,02-04-2015,Critical,29,"1,885","1,643",189,8,45,02-07-2015,Regular Air,Maureen Fritzler,850,Office Supplies,Binders and Binder Accessories,0.45%,,,
7106,05-10-2015,Low,8,"8,232","6,664",576,11,980,05-13-2015,Regular Air,Shaun Weien,878,Office Supplies,Binders and Binder Accessories,0.13%,,,
7106,05-10-2015,Low,36,"4,960","4,113",99,30,717,05-13-2015,Regular Air,Shaun Weien,632,Office Supplies,Storage & Organization,0.60%,,,
7106,05-10-2015,Low,31,114,98,2,8,5,05-12-2015,Regular Air,Shaun Weien,212,Technology,Computer Peripherals,7.23%,,,
7107,01-04-2015,Not Specified,3,336,292,10,17,17,01-06-2015,Regular Air,Steve Chapman,398,Furniture,Office Furnishings,4.96%,,,
7107,01-04-2015,Not Specified,3,163,128,13,8,14,01-07-2015,Regular Air,Steve Chapman,367,Office Supplies,Paper,4.69%,,,
7107,01-04-2015,Not Specified,32,114,98,15,8,-7,01-07-2015,Regular Air,Steve Chapman,386,Office Supplies,Storage & Organization,6.69%,,,
7174,03-10-2015,Not Specified,10,7,6,1,13,-13,03-13-2015,Regular Air,Thomas Thornton,1178,Furniture,Office Furnishings,193.75%,,,
7267,08-28-2015,High,19,"3,297","2,823",330,10,135,08-30-2015,Regular Air,Muhammed Yedwab,837,Office Supplies,Binders and Binder Accessories,0.29%,,,
7427,12-15-2015,Not Specified,9,"17,073","13,776",341,2,"2,953",12-17-2015,Regular Air,Ricardo Emerson,639,Office Supplies,Binders and Binder Accessories,0.01%,,,
7427,12-15-2015,Not Specified,47,"1,980","1,603",238,30,109,12-17-2015,Regular Air,Ricardo Emerson,37,Office Supplies,Appliances,1.51%,,,
7458,04-04-2015,Critical,16,456,353,32,11,60,04-07-2015,Regular Air,Karen Carlisle,702,Office Supplies,Binders and Binder Accessories,2.36%,,,
7458,04-04-2015,Critical,46,231,199,5,10,17,04-06-2015,Regular Air,Karen Carlisle,504,Technology,Computer Peripherals,4.22%,,,
7458,04-04-2015,Critical,9,137,114,11,3,9,04-07-2015,Regular Air,Karen Carlisle,192,Technology,Computer Peripherals,2.17%,,,
7488,05-03-2015,Critical,9,"3,608","2,752",397,1,457,05-05-2015,Regular Air,Chuck Clark,893,Office Supplies,Pens & Art Supplies,0.04%,,,
7552,09-10-2015,Critical,49,"1,323","1,075",159,5,85,09-12-2015,Regular Air,Chuck Clark,416,Office Supplies,"Scissors, Rulers and Trimmers",0.36%,,,
7552,09-10-2015,Critical,47,26,21,1,9,-5,09-13-2015,Regular Air,Chuck Clark,506,Office Supplies,Pens & Art Supplies,36.21%,,,
7653,02-27-2015,Medium,32,531,432,69,8,23,03-01-2015,Regular Air,Jill Stevenson,729,Office Supplies,Paper,1.44%,,,
7751,12-23-2015,Not Specified,45,261,226,5,87,-58,12-25-2015,Delivery Truck,Ann Blume,269,Furniture,Chairs & Chairmats,33.49%,,,
7783,01-12-2015,Medium,3,"1,537","1,331",61,8,137,01-15-2015,Regular Air,Evan Bailliet,850,Office Supplies,Binders and Binder Accessories,0.55%,,,
7841,05-20-2015,Not Specified,17,"1,036",836,21,3,176,05-22-2015,Regular Air,Darren Budd,565,Furniture,Office Furnishings,0.30%,,,
7841,05-20-2015,Not Specified,21,"1,500","1,223",150,15,112,05-23-2015,Regular Air,Darren Budd,320,Furniture,Office Furnishings,1.02%,,,
7941,03-23-2015,Low,50,"1,219",987,24,8,200,03-25-2015,Regular Air,Neil Knudson,386,Office Supplies,Storage & Organization,0.62%,,,
8005,04-05-2015,Critical,24,74,63,10,22,-21,04-07-2015,Regular Air,Craig Carroll,957,Office Supplies,Binders and Binder Accessories,30.00%,,,
8007,02-11-2015,Low,5,999,780,120,13,86,02-13-2015,Regular Air,Maya Herman,173,Technology,Telephones and Communication,1.35%,,,
8007,02-11-2015,Low,35,817,642,98,30,47,02-13-2015,Regular Air,Maya Herman,261,Technology,Office Machines,3.67%,,,
8033,04-24-2015,High,27,"2,202","1,920",176,10,96,04-26-2015,Regular Air,Michelle Ellison,841,Office Supplies,Appliances,0.47%,,,
8034,01-19-2015,High,31,"2,765","2,216",55,6,488,01-21-2015,Regular Air,Dennis Pardue,654,Office Supplies,Appliances,0.22%,,,
8034,01-19-2015,High,13,340,274,10,13,43,01-22-2015,Regular Air,Dennis Pardue,649,Office Supplies,Pens & Art Supplies,3.96%,,,
8034,01-19-2015,High,36,221,179,24,70,-52,01-22-2015,Delivery Truck,Dennis Pardue,393,Furniture,Tables,31.64%,,,
8035,03-01-2015,Medium,7,780,672,78,10,19,03-03-2015,Regular Air,Don Weiss,591,Office Supplies,Appliances,1.30%,,,
8039,08-23-2015,Medium,37,5,4,0,29,-29,08-26-2015,Regular Air,Phillip Flathmann,589,Office Supplies,Envelopes,607.16%,,,
8065,10-21-2015,Medium,17,138,119,0,18,0,10-23-2015,Regular Air,Debra Catini,312,Furniture,Office Furnishings,13.34%,,,
8070,01-28-2015,Medium,14,"3,500","2,872",0,13,614,01-31-2015,Regular Air,Rick Hansen,260,Office Supplies,Pens & Art Supplies,0.39%,,,
8130,05-13-2015,Critical,15,"10,735","8,662",429,8,"1,636",05-16-2015,Regular Air,Russell D'Ascenzo,1148,Office Supplies,Binders and Binder Accessories,0.07%,,,
8167,08-04-2015,Critical,4,499,400,65,9,25,08-07-2015,Regular Air,Jim Karlsson,1139,Office Supplies,Paper,1.87%,,,
8167,08-04-2015,Critical,48,26,22,2,2,0,08-06-2015,Regular Air,Jim Karlsson,296,Technology,Telephones and Communication,7.23%,,,
8224,02-07-2015,Not Specified,41,180,156,7,2,16,02-10-2015,Regular Air,John Grady,974,Office Supplies,Pens & Art Supplies,0.83%,,,
8231,10-18-2015,Critical,27,"1,548","1,245",124,1,179,10-20-2015,Regular Air,Pauline Chand,1127,Office Supplies,Labels,0.05%,,,
8231,10-18-2015,Critical,5,78,67,6,16,-11,10-20-2015,Regular Air,Pauline Chand,539,Furniture,Office Furnishings,20.24%,,,
8289,10-28-2015,Low,38,714,529,0,11,174,10-30-2015,Regular Air,Darren Koutras,702,Office Supplies,Binders and Binder Accessories,1.51%,,,
8293,08-10-2015,Low,22,229,183,7,3,36,08-12-2015,Regular Air,Jason Klamczynski,653,Office Supplies,"Scissors, Rulers and Trimmers",1.26%,,,
8293,08-10-2015,Low,50,85,69,5,2,9,08-13-2015,Regular Air,Jason Klamczynski,235,Technology,Telephones and Communication,1.93%,,,
8294,06-20-2015,Medium,28,62,53,4,8,-3,06-23-2015,Regular Air,Gary Hwang,503,Technology,Telephones and Communication,12.18%,,,
8388,02-23-2015,Low,42,433,371,13,2,47,02-25-2015,Regular Air,Olvera Toch,789,Office Supplies,Paper,0.55%,,,
8388,02-23-2015,Low,37,296,252,9,8,27,02-26-2015,Regular Air,Olvera Toch,692,Office Supplies,Binders and Binder Accessories,2.85%,,,
8388,02-23-2015,Low,39,110,88,11,6,5,02-26-2015,Regular Air,Olvera Toch,646,Furniture,Office Furnishings,5.47%,,,
8390,04-21-2015,Medium,24,690,559,76,6,49,04-24-2015,Regular Air,Emily Grady,306,Technology,Computer Peripherals,0.87%,,,
8450,04-13-2015,Not Specified,24,"1,076",815,32,1,226,04-16-2015,Regular Air,Eva Jacobs,410,Office Supplies,Appliances,0.14%,,,
8450,04-13-2015,Not Specified,22,"1,308","1,055",157,2,93,04-16-2015,Regular Air,Eva Jacobs,1109,Office Supplies,Binders and Binder Accessories,0.17%,,,
8454,08-15-2015,Medium,38,420,364,17,12,27,08-17-2015,Regular Air,Christine Phan,1247,Office Supplies,Binders and Binder Accessories,2.78%,,,
8546,04-01-2015,High,4,"8,232","6,664",329,3,"1,235",04-03-2015,Express Air,Nora Price,826,Technology,Computer Peripherals,0.04%,,,
8609,04-14-2015,Critical,4,47,38,3,4,3,04-17-2015,Regular Air,Roy Phan,466,Technology,Telephones and Communication,7.97%,,,
8677,10-07-2015,High,38,960,723,125,25,88,10-09-2015,Regular Air,Speros Goranitis,535,Office Supplies,Storage & Organization,2.56%,,,
8678,09-30-2015,Low,31,"1,315","1,130",0,10,175,10-03-2015,Regular Air,Ken Black,428,Office Supplies,Storage & Organization,0.76%,,,
8679,05-06-2015,Medium,46,549,474,11,3,61,05-08-2015,Regular Air,Roland Murray,672,Office Supplies,Paper,0.59%,,,
8801,08-10-2015,Low,25,"2,545","1,941",204,5,395,08-13-2015,Express Air,Thomas Brumley,288,Technology,Telephones and Communication,0.18%,,,
8801,08-10-2015,Low,32,691,552,0,72,67,08-13-2015,Express Air,Thomas Brumley,272,Furniture,Office Furnishings,10.46%,,,
8803,12-20-2015,Not Specified,17,"1,159",893,35,4,227,12-22-2015,Regular Air,William Brown,584,Office Supplies,Binders and Binder Accessories,0.39%,,,
8803,12-20-2015,Not Specified,6,135,116,13,30,-25,12-22-2015,Regular Air,William Brown,25,Office Supplies,Storage & Organization,22.29%,,,
8832,02-02-2015,Low,39,"1,580","1,258",205,13,103,02-05-2015,Regular Air,Giulietta Dortch,463,Furniture,Office Furnishings,0.85%,,,
8833,05-04-2015,Low,40,156,135,0,53,-32,05-07-2015,Regular Air,Nicole Hansen,103,Office Supplies,Storage & Organization,33.76%,,,
9024,06-02-2015,Medium,2,"1,656","1,345",66,1,243,06-04-2015,Regular Air,Katherine Murray,969,Office Supplies,Paper,0.09%,,,
9024,06-02-2015,Medium,44,434,373,43,4,13,06-05-2015,Regular Air,Katherine Murray,493,Technology,Telephones and Communication,0.96%,,,
9024,06-02-2015,Medium,30,69,55,8,10,-4,06-05-2015,Regular Air,Katherine Murray,602,Technology,Computer Peripherals,14.14%,,,
9155,08-30-2015,Critical,17,13,11,2,17,-17,09-01-2015,Regular Air,Ken Lonsdale,992,Office Supplies,Binders and Binder Accessories,138.01%,,,
9253,01-30-2015,Critical,36,465,398,33,10,24,02-02-2015,Regular Air,Daniel Lacy,392,Furniture,Office Furnishings,2.19%,,,
9281,02-23-2015,Critical,31,"1,290","1,108",142,10,29,02-26-2015,Express Air,Alan Hwang,1192,Office Supplies,Paper,0.79%,,,
9281,02-23-2015,Critical,24,201,175,6,1,19,02-25-2015,Regular Air,Alan Hwang,919,Office Supplies,Pens & Art Supplies,0.72%,,,
9312,05-18-2015,Not Specified,43,344,274,24,22,24,05-21-2015,Delivery Truck,Steven Cartwright,341,Furniture,Chairs & Chairmats,6.27%,,,
9347,08-09-2015,Low,31,"2,926","2,276",59,8,584,08-12-2015,Regular Air,Michelle Tran,838,Office Supplies,Appliances,0.26%,,,
9350,10-31-2015,Critical,2,"1,833","1,440",238,30,125,11-03-2015,Regular Air,Darren Budd,312,Furniture,Office Furnishings,1.64%,,,
9350,10-31-2015,Critical,13,67,53,9,80,-76,11-02-2015,Delivery Truck,Darren Budd,256,Furniture,Bookcases,120.23%,,,
9409,05-05-2015,Critical,12,"1,548","1,245",201,6,96,05-07-2015,Regular Air,Vicky Freymann,13,Technology,Computer Peripherals,0.39%,,,
9473,10-11-2015,Not Specified,3,896,671,116,13,95,10-14-2015,Regular Air,Jonathan Doherty,993,Office Supplies,Binders and Binder Accessories,1.50%,,,
9473,10-11-2015,Not Specified,31,561,486,34,27,15,10-14-2015,Regular Air,Jonathan Doherty,755,Office Supplies,Storage & Organization,4.75%,,,
9473,10-11-2015,Not Specified,34,24,21,1,4,-2,10-13-2015,Regular Air,Jonathan Doherty,843,Office Supplies,Binders and Binder Accessories,18.59%,,,
9504,11-25-2015,Medium,17,"2,904","2,343",203,6,351,11-28-2015,Regular Air,Sung Pak,267,Technology,Telephones and Communication,0.22%,,,
9505,06-07-2015,High,5,305,229,40,8,28,06-10-2015,Regular Air,Maribeth Dona,297,Technology,Computer Peripherals,2.71%,,,
9505,06-07-2015,High,2,87,65,3,6,13,06-09-2015,Regular Air,Maribeth Dona,13,Technology,Computer Peripherals,6.89%,,,
9509,10-07-2015,Not Specified,5,"11,555","9,324","1,502",8,722,10-09-2015,Express Air,Joy Bell,953,Office Supplies,Paper,0.07%,,,
9509,10-07-2015,Not Specified,36,"1,956","1,464",59,88,345,10-09-2015,Delivery Truck,Joy Bell,92,Furniture,Chairs & Chairmats,4.52%,,,
9509,10-07-2015,Not Specified,32,95,82,3,9,1,10-09-2015,Regular Air,Joy Bell,444,Office Supplies,Paper,9.19%,,,
9573,06-13-2015,Medium,41,"3,144","2,437",0,3,703,06-16-2015,Regular Air,Emily Grady,653,Office Supplies,"Scissors, Rulers and Trimmers",0.09%,,,
9573,06-13-2015,Medium,21,266,230,5,2,29,06-15-2015,Express Air,Emily Grady,795,Office Supplies,Paper,0.58%,,,
9602,11-10-2015,Critical,16,"2,904","2,351",87,3,463,11-12-2015,Regular Air,Hunter Lopez,998,Technology,Computer Peripherals,0.10%,,,
9602,11-10-2015,Critical,27,"1,885","1,644",38,42,162,11-13-2015,Delivery Truck,Hunter Lopez,490,Technology,Office Machines,2.23%,,,
9602,11-10-2015,Critical,15,"2,456","2,118",172,77,89,11-12-2015,Delivery Truck,Hunter Lopez,404,Furniture,Bookcases,3.14%,,,
9632,01-16-2015,Low,33,160,138,19,14,-11,01-19-2015,Regular Air,Andrew Roberts,337,Office Supplies,Binders and Binder Accessories,8.51%,,,
9761,01-22-2015,Not Specified,2,293,253,18,21,2,01-25-2015,Delivery Truck,Todd Boyes,388,Technology,Office Machines,7.16%,,,
9761,01-22-2015,Not Specified,23,182,158,20,11,-7,01-24-2015,Regular Air,Todd Boyes,1235,Office Supplies,Paper,5.89%,,,
9765,10-12-2015,Low,26,891,771,36,19,65,10-14-2015,Regular Air,Rose O'Brian,1261,Furniture,Chairs & Chairmats,2.13%,,,
9794,03-24-2015,Not Specified,25,165,125,21,5,13,03-26-2015,Regular Air,Scott Cohen,747,Office Supplies,"Scissors, Rulers and Trimmers",3.27%,,,
9826,03-22-2015,Medium,7,110,81,2,3,23,03-25-2015,Regular Air,Irene Maddox,597,Technology,Computer Peripherals,2.72%,,,
9861,10-28-2015,Low,47,123,107,16,8,-8,10-31-2015,Regular Air,Chad Sievert,606,Office Supplies,Pens & Art Supplies,6.65%,,,
